Inscrição,Origem,Endereço,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,09,Dívida Ativa,192.0,21.12,38.4,251.52,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,04,Dívida Ativa,203.33,26.43,40.67,270.43,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,07,Dívida Ativa,192.0,21.12,38.4,251.52,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
107.598.0013.000,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 01 RESIDENCIAL PORTAL DO CERRADO,ITU - DA,2022,01,Dívida Ativa,853.37,170.67,170.67,1194.71,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Dívida Ativa,477.59,210.14,95.52,783.25,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,111.08,48.87,22.22,182.17,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,477.59,148.05,95.52,721.16,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,105.07,32.57,21.01,158.65,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,698.29,139.66,139.66,977.61,1,0
107.598.0037.001,Imóvel,Rua EUCALYPTO 0 QD. 12 LT. 03 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,125.03,25.01,25.01,175.05,1,0
107.598.0096.001,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,857.58,47.17,120.06,1024.81,6,0
107.598.0096.001,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,84.86,6.79,16.97,108.62,1,0
107.598.0096.001,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,599.87,119.97,119.97,839.81,1,0
107.598.0096.001,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,128.38,25.68,25.68,179.74,1,0
107.598.0096.002,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,110.32,8.83,22.06,141.21,1,0
107.598.0096.002,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,13.78,1.1,2.76,17.64,1,0
107.598.0096.002,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,367.99,73.6,73.6,515.19,1,0
107.598.0096.002,Imóvel,Rua EUCALYPTO         0 QD. 12 LT. 06 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,14.59,2.92,2.92,20.43,1,0
107.598.0183.000,Imóvel,Rua LIMOEIRO         0 QD. 12 LT. 10 RESIDENCIAL PORTAL DO CERRADO,Capinação e Roç,2023,02,Dívida Corrente,204.0,14.28,40.8,259.08,1,0
107.598.0183.000,Imóvel,Rua LIMOEIRO         0 QD. 12 LT. 10 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,09,Dívida Ativa,192.0,21.12,38.4,251.52,1,0
107.598.0183.000,Imóvel,Rua LIMOEIRO         0 QD. 12 LT. 10 RESIDENCIAL PORTAL DO CERRADO,Capin. RoçaD.A,2022,07,Dívida Ativa,192.0,21.12,38.4,251.52,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,715.2,42.9,108.71,866.81,5,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,89.95,7.2,17.99,115.14,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Dívida Ativa,685.51,301.62,137.1,1124.23,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,111.2,48.93,22.24,182.37,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,685.52,212.51,137.1,1035.13,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,105.18,32.61,21.04,158.83,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,715.2,143.04,143.04,1001.28,1,0
107.599.0262.000,Imóvel,Rua LARANJEIRA         0 QD. 13 LT. 15 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,95.26,19.05,19.05,133.36,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,988.05,49.4,129.85,1167.30,7,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,172.55,13.8,34.51,220.86,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2017,01,Dívida Ativa,293.93,235.14,58.79,587.86,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2017,01,Dívida Ativa,155.07,124.06,31.01,310.14,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2018,01,Dívida Ativa,293.93,199.87,58.79,552.59,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2018,01,Dívida Ativa,76.24,51.84,15.25,143.33,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2019,01,Dívida Ativa,293.93,164.6,58.79,517.32,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2019,01,Dívida Ativa,59.42,33.28,11.88,104.58,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2020,01,Dívida Ativa,293.93,129.33,58.79,482.05,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2020,01,Dívida Ativa,59.71,26.27,11.94,97.92,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2021,01,Dívida Ativa,293.94,91.12,58.79,443.85,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2021,01,Dívida Ativa,56.48,17.51,11.3,85.29,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,988.04,197.61,197.61,1383.26,1,0
107.600.0069.001,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 05 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,182.73,36.55,36.55,255.83,1,0
107.600.0184.003,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 13 RESIDENCIAL PORTAL DO CERRADO,IPTU,2023,01,Dívida Corrente,377.06,28.28,75.42,480.76,2,0
107.600.0184.003,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 13 RESIDENCIAL PORTAL DO CERRADO,TSU,2023,01,Dívida Corrente,56.37,4.51,11.27,72.15,1,0
107.600.0184.003,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 13 RESIDENCIAL PORTAL DO CERRADO,IPTU - DA,2022,01,Dívida Ativa,296.16,59.23,59.23,414.62,1,0
107.600.0184.003,Imóvel,Rua LARANJEIRA 0 QD. 14 LT. 13 RESIDENCIAL PORTAL DO CERRADO,TSU - DA,2022,01,Dívida Ativa,85.28,17.06,17.06,119.40,1,0
107.600.0422.000,Imóvel,Rua MANGUEIRA         0 QD.14  LT.28 RESIDENCIAL PORTAL DO CERRADO,Parcelamento DA,2023,11,Dívida Parcelada,616.43,0.0,0.0,616.43,0,4
107.663.0091.000,Imóvel,Rua 25         0 QD. 47 LT. 33 RESIDENCIAL VALE DO SOL 1º E 2º ETAPA,IPTU,2023,01,Dívida Corrente,146.67,5.87,11.73,164.27,1,0
107.663.0091.000,Imóvel,Rua 25         0 QD. 47 LT. 33 RESIDENCIAL VALE DO SOL 1º E 2º ETAPA,IPTU - DA,2021,01,Dívida Ativa,707.96,219.47,141.59,1069.02,1,0
107.663.0091.000,Imóvel,Rua 25         0 QD. 47 LT. 33 RESIDENCIAL VALE DO SOL 1º E 2º ETAPA,TSU - DA,2021,01,Dívida Ativa,83.77,25.97,16.75,126.49,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,IPTU,2023,01,Dívida Corrente,756.15,45.37,114.95,916.47,5,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,TSU,2023,01,Dívida Corrente,106.4,8.51,21.28,136.19,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,Saldo Parc. D.A,2020,04,Dívida Ativa,324.41,228.77,51.23,604.41,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,IPTU - DA,2021,01,Dívida Ativa,751.45,232.95,150.29,1134.69,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,TSU - DA,2021,01,Dívida Ativa,124.42,38.57,24.88,187.87,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,IPTU - DA,2022,01,Dívida Ativa,756.13,151.23,151.23,1058.59,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,TSU - DA,2022,01,Dívida Ativa,112.68,22.54,22.54,157.76,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,IPTU - DA,2019,01,Ajuizada,751.45,420.81,150.29,1322.55,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,TSU - DA,2019,01,Ajuizada,130.9,73.31,26.18,230.39,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,IPTU - DA,2020,01,Ajuizada,751.45,330.64,150.29,1232.38,1,0
201.224.0213.000,Imóvel,Alameda RIO DE JANEIRO         0 QD. J LT. 1J SETOR INDUSTRIAL AEROPORTO,TSU - DA,2020,01,Ajuizada,131.53,57.88,26.31,215.72,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU,2023,01,Dívida Corrente,487.11,34.1,97.41,618.62,3,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,TSU,2023,01,Dívida Corrente,112.64,9.01,22.53,144.18,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU - DA,2018,01,Dívida Ativa,167.63,112.31,33.53,313.47,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU - DA,2019,01,Dívida Ativa,335.26,187.75,67.05,590.06,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,TSU - DA,2019,01,Dívida Ativa,94.73,53.05,18.95,166.73,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU - DA,2020,01,Dívida Ativa,335.26,147.51,67.05,549.82,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,TSU - DA,2020,01,Dívida Ativa,95.19,41.88,19.04,156.11,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU - DA,2021,01,Dívida Ativa,335.26,103.93,67.05,506.24,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,TSU - DA,2021,01,Dívida Ativa,90.04,27.91,18.01,135.96,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,IPTU - DA,2022,01,Dívida Ativa,487.11,97.42,97.42,681.95,1,0
202.107.0243.001,Imóvel,Rua SC 9 S/N QD. 12 LT. 23 SETOR SANTA CLARA,TSU - DA,2022,01,Dívida Ativa,119.29,23.86,23.86,167.01,1,0
301.675.0112.000,Imóvel,Rua RF-05         0 Qd. 07         Lt.07 RESIDENCIAL FLORENCA,Capinação e Roç,2023,06,Dívida Corrente,484.84,19.39,38.79,543.02,1,0
301.675.0112.000,Imóvel,Rua RF-05         0 Qd. 07         Lt.07 RESIDENCIAL FLORENCA,Capinação e Roç,2023,01,Dívida Corrente,484.84,33.94,96.97,615.75,1,0
301.675.0112.000,Imóvel,Rua RF-05         0 Qd. 07         Lt.07 RESIDENCIAL FLORENCA,Capin. RoçaD.A,2022,02,Dívida Ativa,483.24,62.82,96.65,642.71,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,Capinação e Roç,2023,01,Dívida Corrente,204.0,14.28,40.8,259.08,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,ITU,2023,01,Dívida Corrente,679.25,40.75,103.25,823.25,5,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,CIP - DA,2020,01,Dívida Ativa,32.47,14.29,6.49,53.25,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,ITU - DA,2020,01,Dívida Ativa,611.92,269.24,122.38,1003.54,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,ITU - DA,2021,01,Dívida Ativa,611.92,189.7,122.38,924.00,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,Capin. RoçaD.A,2022,02,Dívida Ativa,203.33,26.43,40.67,270.43,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
301.676.0121.000,Imóvel,Rua RF-05         0 QD. 08 LT. 09 RESIDENCIAL FLORENCA,ITU - DA,2022,01,Dívida Ativa,679.23,135.85,135.85,950.93,1,0
302.419.0219.000,Imóvel,Avenida CONTORNO         0 QD.05 LT.22 PRACA C. RESIDENCIAL BELA VISTA,IPTU,2023,01,Dívida Corrente,741.65,44.5,112.75,898.90,5,0
302.419.0219.000,Imóvel,Avenida CONTORNO         0 QD.05 LT.22 PRACA C. RESIDENCIAL BELA VISTA,TSU,2023,01,Dívida Corrente,124.6,9.97,24.92,159.49,1,0
302.419.0219.000,Imóvel,Avenida CONTORNO         0 QD.05 LT.22 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2022,01,Dívida Ativa,741.64,148.33,148.33,1038.30,1,0
302.419.0219.000,Imóvel,Avenida CONTORNO         0 QD.05 LT.22 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2022,01,Dívida Ativa,131.95,26.39,26.39,184.73,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU,2023,01,Dívida Corrente,224.5,17.96,44.9,287.36,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU,2023,01,Dívida Corrente,46.2,3.7,9.24,59.14,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2018,01,Dívida Ativa,216.69,147.35,43.34,407.38,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,Saldo Parc. D.A,2018,05,Dívida Ativa,468.49,428.67,71.23,968.39,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,Saldo Parc. D.A,2018,05,Dívida Ativa,236.42,184.03,35.95,456.40,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2018,01,Dívida Ativa,72.92,49.59,14.58,137.09,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2019,01,Dívida Ativa,216.68,121.34,43.34,381.36,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2019,01,Dívida Ativa,56.84,31.83,11.37,100.04,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2020,01,Dívida Ativa,216.68,95.34,43.34,355.36,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2020,01,Dívida Ativa,57.11,25.13,11.42,93.66,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2021,01,Dívida Ativa,216.68,67.17,43.34,327.19,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2021,01,Dívida Ativa,54.02,16.75,10.8,81.57,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2022,01,Dívida Ativa,224.5,44.9,44.9,314.30,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2022,01,Dívida Ativa,48.93,9.79,9.79,68.51,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,CIP - DA,2009,01,Ajuizada,44.0,78.32,8.8,131.12,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,ITU - DA,2009,01,Ajuizada,168.92,299.84,33.78,502.54,2,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,CIP - DA,2010,01,Ajuizada,42.75,70.54,8.55,121.84,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,ITU - DA,2010,01,Ajuizada,100.85,166.4,20.17,287.42,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2011,01,Ajuizada,174.46,264.29,34.88,473.63,2,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2011,01,Ajuizada,78.99,120.07,15.8,214.86,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2012,01,Ajuizada,187.05,260.0,37.41,484.46,3,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2012,01,Ajuizada,78.99,110.58,15.8,205.37,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,IPTU - DA,2014,01,Ajuizada,192.23,223.0,38.45,453.68,1,0
302.419.0243.000,Imóvel,Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA,TSU - DA,2014,01,Ajuizada,75.21,87.24,15.04,177.49,1,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,IPTU,2023,01,Dívida Corrente,290.52,21.79,58.1,370.41,2,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,TSU,2023,01,Dívida Corrente,76.09,6.09,15.22,97.40,1,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,IPTU - DA,2021,01,Dívida Ativa,288.47,89.42,57.69,435.58,1,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,TSU - DA,2021,01,Dívida Ativa,88.98,27.58,17.8,134.36,1,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,IPTU - DA,2022,01,Dívida Ativa,290.52,58.1,58.1,406.72,1,0
306.009.0082.001,Imóvel,Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA,TSU - DA,2022,01,Dívida Ativa,80.58,16.12,16.12,112.82,1,0
401.527.0142.000,Imóvel,Rua RJ-02         0 QD. 02 LT. 10 RESIDENCIAL RIO JORDÃO,Capin. RoçaD.A,2022,02,Dívida Ativa,211.38,29.59,42.28,283.25,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,Capinação e Roç,2023,04,Dívida Corrente,204.59,10.23,16.37,231.19,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,Capinação e Roç,2023,01,Dívida Corrente,204.59,14.32,40.92,259.83,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP,2023,01,Dívida Corrente,26.52,2.12,5.3,33.94,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU,2023,01,Dívida Corrente,1024.38,51.22,134.65,1210.25,7,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2021,01,Dívida Ativa,29.61,9.18,5.92,44.71,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2021,01,Dívida Ativa,922.84,286.08,184.57,1393.49,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,Capin. RoçaD.A,2022,01,Dívida Ativa,203.92,28.55,40.78,273.25,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2022,01,Dívida Ativa,24.27,4.85,4.85,33.97,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2022,01,Dívida Ativa,1024.35,204.87,204.87,1434.09,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2017,01,Ajuizada,65.64,52.51,13.13,131.28,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2017,01,Ajuizada,922.84,738.27,184.57,1845.68,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2018,01,Ajuizada,50.83,34.56,10.17,95.56,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,ITU - DA,2018,01,Ajuizada,922.84,627.53,184.57,1734.94,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,Capin. RoçaD.A,2019,04,Ajuizada,205.75,113.16,41.15,360.06,1,0
401.529.0058.000,Imóvel,Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO,CIP - DA,2019,01,Ajuizada,36.02,20.17,7.2,63.39,1,0
