Inscrição,Quadra,Lote,Origem,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
106.029.0256.000,04,04,Imóvel,ITU,2024,01,Dívida Corrente,1576.8,0.0,0.0,1576.8,0,8
106.029.0256.000,04,04,Imóvel,Capin. RoçaD.A,2022,07,Dívida Ativa,201.73,24.21,40.35,266.29,1,0
106.029.0256.000,04,04,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,214.34,15.0,42.87,272.21,1,0
106.029.0256.000,04,04,Imóvel,Capin. RoçaD.A,2023,08,Dívida Ativa,214.34,8.57,17.15,240.06,1,0
106.030.0393.000,05,26,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
106.030.0393.000,05,26,Imóvel,ITU,2024,01,Dívida Corrente,1876.32,0.0,0.0,1876.32,0,8
106.030.0393.000,05,26,Imóvel,Capin. RoçaD.A,2019,02,Dívida Ativa,256.51,133.38,51.3,441.19,1,0
106.030.0393.000,05,26,Imóvel,CIP - DA,2021,01,Dívida Ativa,31.01,9.92,6.2,47.13,1,0
106.030.0393.000,05,26,Imóvel,ITU - DA,2021,01,Dívida Ativa,1690.39,540.93,338.08,2569.4,1,0
106.030.0393.000,05,26,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,5.34,5.08,35.84,1,0
106.030.0393.000,05,26,Imóvel,ITU - DA,2022,01,Dívida Ativa,1876.35,394.03,375.27,2645.65,1,0
106.030.0393.000,05,26,Imóvel,Saldo Parc. D.A,2022,10,Dívida Ativa,1381.01,648.67,225.56,2255.24,1,0
106.030.0393.000,05,26,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
106.030.0393.000,05,26,Imóvel,ITU - DA,2023,01,Dívida Ativa,1876.34,168.87,375.27,2420.48,1,0
106.051.0249.000,32,17,Imóvel,IPTU,2024,01,Dívida Corrente,699.68,0.0,0.0,699.68,0,4
106.051.0249.000,32,17,Imóvel,TSU,2024,01,Dívida Corrente,83.45,0.0,0.0,83.45,0,1
106.051.0279.000,32,19A,Imóvel,IPTU,2024,01,Dívida Corrente,602.48,0.0,0.0,602.48,0,4
106.051.0279.000,32,19A,Imóvel,TSU,2024,01,Dívida Corrente,80.29,0.0,0.0,80.29,0,1
106.054.0334.000,29,24,Imóvel,IPTU,2024,01,Dívida Corrente,651.56,0.0,0.0,651.56,0,4
106.054.0334.000,29,24,Imóvel,TSU,2024,01,Dívida Corrente,75.48,0.0,0.0,75.48,0,1
106.054.0334.000,29,24,Imóvel,IPTU - DA,2021,01,Dívida Ativa,632.08,202.27,126.42,960.77,1,0
106.054.0334.000,29,24,Imóvel,TSU - DA,2021,01,Dívida Ativa,79.88,25.56,15.97,121.41,1,0
106.054.0334.000,29,24,Imóvel,IPTU - DA,2022,01,Dívida Ativa,651.55,136.83,130.31,918.69,1,0
106.054.0334.000,29,24,Imóvel,TSU - DA,2022,01,Dívida Ativa,72.34,15.19,14.47,102.0,1,0
106.054.0334.000,29,24,Imóvel,IPTU - DA,2023,01,Dívida Ativa,651.55,58.64,130.31,840.5,1,0
106.054.0334.000,29,24,Imóvel,TSU - DA,2023,01,Dívida Ativa,68.31,6.15,13.66,88.12,1,0
107.488.0366.000,04,21A,Imóvel,IPTU,2024,01,Dívida Corrente,187.32,0.0,0.0,187.32,0,1
107.488.0366.000,04,21A,Imóvel,TSU,2024,01,Dívida Corrente,32.08,0.0,0.0,32.08,0,1
107.488.0366.000,04,21A,Imóvel,IPTU - DA,2023,01,Dívida Ativa,187.32,16.86,37.46,241.64,1,0
107.488.0390.001,04,21C,Imóvel,IPTU,2024,01,Dívida Corrente,1105.93,0.0,0.0,1105.93,0,7
107.488.0390.001,04,21C,Imóvel,TSU,2024,01,Dívida Corrente,194.4,0.0,0.0,194.4,0,1
107.488.0390.002,04,21C,Imóvel,IPTU,2024,01,Dívida Corrente,265.43,0.0,0.0,265.43,0,1
107.488.0390.002,04,21C,Imóvel,TSU,2024,01,Dívida Corrente,46.66,0.0,0.0,46.66,0,1
107.488.0390.002,04,21C,Imóvel,IPTU - DA,2023,01,Dívida Ativa,265.42,23.89,53.09,342.4,1,0
107.488.0390.002,04,21C,Imóvel,TSU - DA,2023,01,Dívida Ativa,42.22,3.8,8.44,54.46,1,0
107.529.0258.001,25,14,Imóvel,IPTU,2024,01,Dívida Corrente,305.98,0.0,0.0,305.98,0,2
107.529.0258.001,25,14,Imóvel,TSU,2024,01,Dívida Corrente,61.96,0.0,0.0,61.96,0,1
107.529.0258.002,25,14,Imóvel,IPTU,2024,01,Dívida Corrente,197.33,0.0,0.0,197.33,0,1
107.529.0258.002,25,14,Imóvel,TSU,2024,01,Dívida Corrente,31.65,0.0,0.0,31.65,0,1
107.533.0314.000,31,28,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.533.0314.000,31,28,Imóvel,ITU,2024,01,Dívida Corrente,236.02,0.0,0.0,236.02,0,1
107.533.0338.001,31,30,Imóvel,IPTU,2024,01,Dívida Corrente,214.68,0.0,0.0,214.68,0,1
107.533.0338.001,31,30,Imóvel,TSU,2024,01,Dívida Corrente,55.37,0.0,0.0,55.37,0,1
107.533.0338.001,31,30,Imóvel,IPTU - DA,2022,01,Dívida Ativa,214.68,45.08,42.94,302.7,1,0
107.533.0338.001,31,30,Imóvel,TSU - DA,2022,01,Dívida Ativa,53.07,11.14,10.61,74.82,1,0
107.533.0338.002,31,30,Imóvel,IPTU,2024,01,Dívida Corrente,244.08,0.0,0.0,244.08,0,1
107.533.0338.002,31,30,Imóvel,TSU,2024,01,Dívida Corrente,59.33,0.0,0.0,59.33,0,1
107.533.0338.002,31,30,Imóvel,IPTU - DA,2022,01,Dívida Ativa,244.09,51.26,48.82,344.17,1,0
107.533.0338.002,31,30,Imóvel,TSU - DA,2022,01,Dívida Ativa,56.87,11.94,11.37,80.18,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU,2024,01,Dívida Corrente,271.43,0.0,0.0,271.43,0,1
107.539.0331.000,37,5-C,Imóvel,TSU,2024,01,Dívida Corrente,71.28,0.0,0.0,71.28,0,1
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2016,01,Dívida Ativa,117.02,108.83,23.4,249.25,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2017,01,Dívida Ativa,261.63,211.92,52.33,525.88,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2017,01,Dívida Ativa,207.11,167.76,41.42,416.29,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2018,01,Dívida Ativa,261.63,180.52,52.33,494.48,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2018,01,Dívida Ativa,101.82,70.26,20.36,192.44,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2021,01,Dívida Ativa,261.62,83.72,52.33,397.67,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2021,01,Dívida Ativa,75.43,24.14,15.09,114.66,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2022,01,Dívida Ativa,271.42,57.0,54.28,382.7,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2022,01,Dívida Ativa,68.31,14.35,13.66,96.32,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2023,01,Dívida Ativa,271.42,24.43,54.29,350.14,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2023,01,Dívida Ativa,64.51,5.81,12.9,83.22,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2019,01,Ajuizada,261.63,149.13,52.33,463.09,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2019,01,Ajuizada,79.36,45.24,15.87,140.47,1,0
107.539.0331.000,37,5-C,Imóvel,IPTU - DA,2020,01,Ajuizada,261.62,117.73,52.33,431.68,1,0
107.539.0331.000,37,5-C,Imóvel,TSU - DA,2020,01,Ajuizada,79.75,35.89,15.95,131.59,1,0
107.539.0345.000,37,05B,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.539.0345.000,37,05B,Imóvel,ITU,2024,01,Dívida Corrente,395.56,0.0,0.0,395.56,0,2
107.539.0345.000,37,05B,Imóvel,CIP - DA,2021,01,Dívida Ativa,31.01,9.92,6.2,47.13,1,0
107.539.0345.000,37,05B,Imóvel,ITU - DA,2021,01,Dívida Ativa,356.34,114.03,71.27,541.64,1,0
107.539.0345.000,37,05B,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,5.34,5.08,35.84,1,0
107.539.0345.000,37,05B,Imóvel,ITU - DA,2022,01,Dívida Ativa,395.54,83.06,79.11,557.71,1,0
107.539.0345.000,37,05B,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
107.539.0345.000,37,05B,Imóvel,ITU - DA,2023,01,Dívida Ativa,395.55,35.6,79.11,510.26,1,0
107.548.0027.000,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,286.36,0.0,0.0,286.36,0,2
107.548.0027.000,--,--,Imóvel,TSU,2024,01,Dívida Corrente,59.13,0.0,0.0,59.13,0,1
107.548.0027.000,--,--,Imóvel,IPTU - DA,2021,01,Dívida Ativa,274.7,87.9,54.94,417.54,1,0
107.548.0027.000,--,--,Imóvel,TSU - DA,2021,01,Dívida Ativa,62.57,20.02,12.51,95.1,1,0
107.548.0027.000,--,--,Imóvel,IPTU - DA,2022,01,Dívida Ativa,286.36,60.14,57.27,403.77,1,0
107.548.0027.000,--,--,Imóvel,Saldo Parc. D.A,2022,03,Dívida Ativa,408.83,189.75,66.77,665.35,1,0
107.548.0027.000,--,--,Imóvel,Saldo Parc. D.A,2022,03,Dívida Ativa,523.32,362.11,78.92,964.35,1,0
107.548.0027.000,--,--,Imóvel,TSU - DA,2022,01,Dívida Ativa,56.67,11.9,11.33,79.9,1,0
107.548.0027.000,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,286.37,25.77,57.27,369.41,1,0
107.548.0027.000,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,53.51,4.82,10.7,69.03,1,0
107.548.0063.001,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,983.58,0.0,0.0,983.58,0,6
107.548.0063.001,--,--,Imóvel,TSU,2024,01,Dívida Corrente,181.39,0.0,0.0,181.39,0,1
107.548.0063.001,--,--,Imóvel,IPTU - DA,2021,01,Dívida Ativa,302.28,96.73,60.46,459.47,1,0
107.548.0063.001,--,--,Imóvel,TSU - DA,2021,01,Dívida Ativa,102.86,32.92,20.57,156.35,1,0
107.548.0063.001,--,--,Imóvel,IPTU - DA,2022,01,Dívida Ativa,983.57,206.55,196.71,1386.83,1,0
107.548.0063.001,--,--,Imóvel,TSU - DA,2022,01,Dívida Ativa,173.84,36.51,34.77,245.12,1,0
107.548.0063.001,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,983.56,88.52,196.71,1268.79,1,0
107.548.0063.001,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,164.16,14.77,32.83,211.76,1,0
107.548.0077.001,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,837.9,0.0,0.0,837.9,0,5
107.548.0077.001,--,--,Imóvel,TSU,2024,01,Dívida Corrente,190.03,0.0,0.0,190.03,0,1
107.548.0077.001,--,--,Imóvel,IPTU - DA,2020,01,Dívida Ativa,336.0,151.2,67.2,554.4,1,0
107.548.0077.001,--,--,Imóvel,TSU - DA,2020,01,Dívida Ativa,94.24,42.41,18.85,155.5,1,0
107.548.0077.001,--,--,Imóvel,IPTU - DA,2022,01,Dívida Ativa,698.26,139.65,139.65,977.56,1,0
107.548.0077.001,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,837.91,75.41,167.58,1080.9,1,0
107.548.0077.001,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,171.98,15.48,34.4,221.86,1,0
107.548.0109.000,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,202.31,0.0,0.0,202.31,0,1
107.548.0109.000,--,--,Imóvel,TSU,2024,01,Dívida Corrente,80.19,0.0,0.0,80.19,0,1
107.548.0109.000,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,202.31,18.21,40.46,260.98,1,0
107.548.0109.000,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,72.57,6.53,14.51,93.61,1,0
107.548.0157.001,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,606.04,0.0,0.0,606.04,0,4
107.548.0157.001,--,--,Imóvel,TSU,2024,01,Dívida Corrente,161.8,0.0,0.0,161.8,0,1
107.548.0157.001,--,--,Imóvel,IPTU - DA,2022,01,Dívida Ativa,606.04,127.27,121.21,854.52,1,0
107.548.0157.001,--,--,Imóvel,Saldo Parc. D.A,2022,01,Dívida Ativa,670.67,386.89,109.54,1167.1,1,0
107.548.0157.001,--,--,Imóvel,TSU - DA,2022,01,Dívida Ativa,155.06,32.56,31.01,218.63,1,0
107.548.0157.001,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,606.04,54.54,121.21,781.79,1,0
107.548.0157.001,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,146.42,13.18,29.28,188.88,1,0
107.548.0396.000,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,224.19,0.0,0.0,224.19,0,1
107.548.0396.000,--,--,Imóvel,TSU,2024,01,Dívida Corrente,39.69,0.0,0.0,39.69,0,1
107.548.0470.000,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,359.82,0.0,0.0,359.82,0,2
107.548.0470.000,--,--,Imóvel,TSU,2024,01,Dívida Corrente,73.71,0.0,0.0,73.71,0,1
107.548.0470.000,--,--,Imóvel,IPTU - DA,2018,01,Dívida Ativa,348.16,240.23,69.63,658.02,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2018,01,Dívida Ativa,105.29,72.65,21.06,199.0,1,0
107.548.0470.000,--,--,Imóvel,IPTU - DA,2019,01,Dívida Ativa,348.15,198.45,69.63,616.23,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2019,01,Dívida Ativa,82.07,46.78,16.41,145.26,1,0
107.548.0470.000,--,--,Imóvel,IPTU - DA,2020,01,Dívida Ativa,348.16,156.67,69.63,574.46,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2020,01,Dívida Ativa,82.46,37.11,16.49,136.06,1,0
107.548.0470.000,--,--,Imóvel,IPTU - DA,2021,01,Dívida Ativa,348.16,111.41,69.63,529.2,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2021,01,Dívida Ativa,78.0,24.96,15.6,118.56,1,0
107.548.0470.000,--,--,Imóvel,IPTU - DA,2022,01,Dívida Ativa,359.82,75.56,71.96,507.34,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2022,01,Dívida Ativa,70.64,14.83,14.13,99.6,1,0
107.548.0470.000,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,359.82,32.38,71.96,464.16,1,0
107.548.0470.000,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,66.71,6.0,13.34,86.05,1,0
107.552.0235.001,--,--,Imóvel,IPTU,2024,01,Dívida Corrente,554.31,0.0,0.0,554.31,0,3
107.552.0235.001,--,--,Imóvel,TSU,2024,01,Dívida Corrente,215.89,0.0,0.0,215.89,0,1
107.552.0235.001,--,--,Imóvel,IPTU - DA,2023,01,Dívida Ativa,415.73,37.42,83.15,536.3,1,0
107.552.0235.001,--,--,Imóvel,TSU - DA,2023,01,Dívida Ativa,195.38,17.58,39.08,252.04,1,0
107.586.0300.000,01,02,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.586.0300.000,01,02,Imóvel,ITU,2024,01,Dívida Corrente,1311.92,0.0,0.0,1311.92,0,8
107.587.0020.001,02,07,Imóvel,IPTU,2024,01,Dívida Corrente,2802.72,0.0,0.0,2802.72,0,8
107.587.0020.001,02,07,Imóvel,TSU,2024,01,Dívida Corrente,525.87,0.0,0.0,525.87,0,3
107.587.0020.001,02,07,Imóvel,IPTU - DA,2021,01,Dívida Ativa,1477.13,472.68,295.43,2245.24,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2021,01,Dívida Ativa,225.44,72.14,45.09,342.67,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2022,01,Dívida Ativa,2802.69,588.57,560.54,3951.8,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2022,01,Dívida Ativa,503.99,105.84,100.8,710.63,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2023,01,Dívida Ativa,2802.68,252.24,560.54,3615.46,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2023,01,Dívida Ativa,475.91,42.83,95.18,613.92,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2016,01,Ajuizada,1477.13,1373.73,295.43,3146.29,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2016,01,Ajuizada,349.73,325.25,69.95,744.93,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2017,01,Ajuizada,1477.13,1196.48,295.43,2969.04,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2017,01,Ajuizada,618.98,501.37,123.8,1244.15,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2018,01,Ajuizada,553.92,354.51,110.78,1019.21,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2019,01,Ajuizada,1477.13,841.96,295.43,2614.52,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2019,01,Ajuizada,237.19,135.2,47.44,419.83,1,0
107.587.0020.001,02,07,Imóvel,IPTU - DA,2020,01,Ajuizada,1477.13,664.71,295.43,2437.27,1,0
107.587.0020.001,02,07,Imóvel,TSU - DA,2020,01,Ajuizada,238.33,107.25,47.67,393.25,1,0
107.587.0062.000,02,06,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.587.0062.000,02,06,Imóvel,ITU,2024,01,Dívida Corrente,1420.88,0.0,0.0,1420.88,0,8
107.587.0062.000,02,06,Imóvel,CIP - DA,2021,01,Dívida Ativa,31.01,9.92,6.2,47.13,1,0
107.587.0062.000,02,06,Imóvel,ITU - DA,2021,01,Dívida Ativa,1280.1,409.63,256.02,1945.75,1,0
107.587.0062.000,02,06,Imóvel,CIP - DA,2022,01,Dívida Ativa,25.42,5.34,5.08,35.84,1,0
107.587.0062.000,02,06,Imóvel,ITU - DA,2022,01,Dívida Ativa,1420.91,298.39,284.18,2003.48,1,0
107.587.0062.000,02,06,Imóvel,CIP - DA,2023,01,Dívida Ativa,27.77,2.5,5.55,35.82,1,0
107.587.0062.000,02,06,Imóvel,ITU - DA,2023,01,Dívida Ativa,1420.91,127.88,284.18,1832.97,1,0
107.587.0062.000,02,06,Imóvel,CIP - DA,2020,01,Ajuizada,34.0,15.3,6.8,56.1,1,0
107.587.0062.000,02,06,Imóvel,ITU - DA,2020,01,Ajuizada,1280.1,576.05,256.02,2112.17,1,0
107.588.0067.000,03,/2/3/29/30,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.588.0067.000,03,/2/3/29/30,Imóvel,ITU,2024,01,Dívida Corrente,5359.52,0.0,0.0,5359.52,0,8
107.588.0234.000,03,15,Imóvel,IPTU,2024,01,Dívida Corrente,1020.67,0.0,0.0,1020.67,0,7
107.588.0234.000,03,15,Imóvel,TSU,2024,01,Dívida Corrente,141.75,0.0,0.0,141.75,0,1
107.588.0234.000,03,15,Imóvel,IPTU - DA,2023,01,Dívida Ativa,1020.68,91.86,204.14,1316.68,1,0
107.588.0234.000,03,15,Imóvel,TSU - DA,2023,01,Dívida Ativa,128.28,11.55,25.66,165.49,1,0
107.588.0234.000,03,15,Imóvel,Parcelam/Div/Aj,2023,08,Dívida Parcelada,1770.3,0.0,0.0,1770.3,0,12
107.588.0234.000,03,15,Imóvel,Parcelamento DA,2023,08,Dívida Parcelada,1723.38,0.0,0.0,1723.38,0,12
107.588.0349.001,03,19,Imóvel,IPTU,2024,01,Dívida Corrente,525.45,0.0,0.0,525.45,0,3
107.588.0349.001,03,19,Imóvel,TSU,2024,01,Dívida Corrente,129.32,0.0,0.0,129.32,0,1
107.588.0385.000,03,22,Imóvel,Parcelamento DA,2023,12,Dívida Parcelada,1257.89,0.0,0.0,1257.89,0,9
107.589.0043.000,04,03,Imóvel,IPTU,2024,01,Dívida Corrente,434.19,0.0,0.0,434.19,0,3
107.589.0043.000,04,03,Imóvel,TSU,2024,01,Dívida Corrente,56.7,0.0,0.0,56.7,0,1
107.589.0067.000,04,05,Imóvel,IPTU,2024,01,Dívida Corrente,541.38,0.0,0.0,541.38,0,3
107.589.0067.000,04,05,Imóvel,TSU,2024,01,Dívida Corrente,85.54,0.0,0.0,85.54,0,1
107.589.0091.001,04,07,Imóvel,IPTU,2024,01,Dívida Corrente,1414.32,0.0,0.0,1414.32,0,8
107.589.0091.001,04,07,Imóvel,TSU,2024,01,Dívida Corrente,284.78,0.0,0.0,284.78,0,2
107.589.0175.000,04A,03,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.589.0175.000,04A,03,Imóvel,ITU,2024,01,Dívida Corrente,893.64,0.0,0.0,893.64,0,6
107.589.0187.000,04A,04,Imóvel,IPTU,2024,01,Dívida Corrente,304.24,0.0,0.0,304.24,0,2
107.589.0187.000,04A,04,Imóvel,TSU,2024,01,Dívida Corrente,21.87,0.0,0.0,21.87,0,1
107.589.0235.000,04A,08,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.589.0235.000,04A,08,Imóvel,ITU,2024,01,Dívida Corrente,670.24,0.0,0.0,670.24,0,4
107.589.0343.000,04A,12,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.589.0343.000,04A,12,Imóvel,ITU,2024,01,Dívida Corrente,1336.88,0.0,0.0,1336.88,0,8
107.589.0343.000,04A,12,Imóvel,Capin. RoçaD.A,2023,12,Dívida Ativa,254.32,0.0,5.09,259.41,1,0
107.589.0343.000,04A,12,Imóvel,Capin. RoçaD.A,2023,07,Dívida Ativa,266.32,13.32,21.31,300.95,1,0
107.589.0343.000,04A,12,Imóvel,Capin. RoçaD.A,2023,02,Dívida Ativa,266.32,21.31,53.26,340.89,1,0
107.589.0412.000,04A,17,Imóvel,IPTU,2024,01,Dívida Corrente,695.48,0.0,0.0,695.48,0,4
107.589.0412.000,04A,17,Imóvel,TSU,2024,01,Dívida Corrente,103.28,0.0,0.0,103.28,0,1
107.589.0412.000,04A,17,Imóvel,IPTU - DA,2022,01,Dívida Ativa,695.49,146.05,139.1,980.64,1,0
107.589.0412.000,04A,17,Imóvel,TSU - DA,2022,01,Dívida Ativa,98.98,20.79,19.8,139.57,1,0
107.589.0412.000,04A,17,Imóvel,IPTU - DA,2023,01,Dívida Ativa,695.49,62.59,139.1,897.18,1,0
107.589.0412.000,04A,17,Imóvel,TSU - DA,2023,01,Dívida Ativa,93.46,8.41,18.69,120.56,1,0
107.589.0460.001,04A,21,Imóvel,IPTU,2024,01,Dívida Corrente,385.54,0.0,0.0,385.54,0,2
107.589.0460.001,04A,21,Imóvel,TSU,2024,01,Dívida Corrente,77.49,0.0,0.0,77.49,0,1
107.589.0460.001,04A,21,Imóvel,IPTU - DA,2023,01,Dívida Ativa,385.54,34.7,77.11,497.35,1,0
107.589.0460.001,04A,21,Imóvel,TSU - DA,2023,01,Dívida Ativa,70.13,6.31,14.03,90.47,1,0
107.589.0460.001,04A,21,Imóvel,Parcelamento DA,2023,12,Dívida Parcelada,859.96,0.0,0.0,859.96,0,6
107.589.0460.001,04A,21,Imóvel,Parcelamento DA,2023,12,Dívida Parcelada,557.6,0.0,0.0,557.6,0,4
107.589.0460.002,04A,21,Imóvel,IPTU,2024,01,Dívida Corrente,454.83,0.0,0.0,454.83,0,3
107.589.0460.002,04A,21,Imóvel,TSU,2024,01,Dívida Corrente,100.12,0.0,0.0,100.12,0,1
107.589.0460.002,04A,21,Imóvel,IPTU - DA,2023,01,Dívida Ativa,454.82,40.93,90.96,586.71,1,0
107.589.0460.002,04A,21,Imóvel,TSU - DA,2023,01,Dívida Ativa,90.6,8.15,18.12,116.87,1,0
107.589.0472.001,04A,22,Imóvel,IPTU,2024,01,Dívida Corrente,1015.14,0.0,0.0,1015.14,0,7
107.589.0472.001,04A,22,Imóvel,TSU,2024,01,Dívida Corrente,173.21,0.0,0.0,173.21,0,1
107.589.0472.001,04A,22,Imóvel,IPTU - DA,2023,01,Dívida Ativa,1015.16,91.36,203.03,1309.55,1,0
107.589.0472.001,04A,22,Imóvel,TSU - DA,2023,01,Dívida Ativa,156.76,14.11,31.35,202.22,1,0
107.589.0472.001,04A,22,Imóvel,Parcelam/Div/Aj,2023,12,Dívida Parcelada,972.83,0.0,0.0,972.83,0,7
107.589.0472.001,04A,22,Imóvel,Parcelamento DA,2023,12,Dívida Parcelada,2285.47,0.0,4.35,2289.82,1,10
107.590.0107.000,05,07,Imóvel,CIP,2024,01,Dívida Corrente,26.52,0.0,0.0,26.52,0,1
107.590.0107.000,05,07,Imóvel,ITU,2024,01,Dívida Corrente,670.24,0.0,0.0,670.24,0,4
107.590.0267.001,05,18,Imóvel,IPTU,2024,01,Dívida Corrente,577.0,0.0,0.0,577.0,0,4
107.590.0267.001,05,18,Imóvel,TSU,2024,01,Dívida Corrente,122.74,0.0,0.0,122.74,0,1
107.590.0267.001,05,18,Imóvel,TSU - DA,2020,01,Dívida Ativa,52.56,23.65,10.51,86.72,1,0
107.590.0305.000,05,19,Imóvel,IPTU,2024,01,Dívida Corrente,475.41,0.0,0.0,475.41,0,3
107.590.0305.000,05,19,Imóvel,TSU,2024,01,Dívida Corrente,46.98,0.0,0.0,46.98,0,1
107.590.0305.000,05,19,Imóvel,TSU - DA,2020,01,Dívida Ativa,52.56,23.65,10.51,86.72,1,0
107.591.0095.000,06,06,Imóvel,IPTU,2024,01,Dívida Corrente,1016.26,0.0,0.0,1016.26,0,7
107.591.0095.000,06,06,Imóvel,TSU,2024,01,Dívida Corrente,119.88,0.0,0.0,119.88,0,1
107.591.0107.001,06,07,Imóvel,IPTU,2024,01,Dívida Corrente,856.02,0.0,0.0,856.02,0,6
107.591.0107.001,06,07,Imóvel,TSU,2024,01,Dívida Corrente,140.73,0.0,0.0,140.73,0,1
107.591.0107.001,06,07,Imóvel,IPTU - DA,2020,01,Dívida Ativa,412.04,185.42,82.41,679.87,1,0
107.591.0107.001,06,07,Imóvel,Saldo Parc. D.A,2020,02,Dívida Ativa,162.23,118.52,23.56,304.31,1,0
107.591.0107.001,06,07,Imóvel,Saldo Parc. D.A,2020,02,Dívida Ativa,184.9,119.39,27.88,332.17,1,0
107.591.0107.001,06,07,Imóvel,TSU - DA,2020,01,Dívida Ativa,63.43,28.55,12.69,104.67,1,0
107.591.0107.001,06,07,Imóvel,IPTU - DA,2021,01,Dívida Ativa,412.05,131.85,82.41,626.31,1,0
107.591.0107.001,06,07,Imóvel,TSU - DA,2021,01,Dívida Ativa,60.0,19.2,12.0,91.2,1,0
107.591.0107.001,06,07,Imóvel,IPTU - DA,2022,01,Dívida Ativa,856.05,179.77,171.21,1207.03,1,0
107.591.0107.001,06,07,Imóvel,TSU - DA,2022,01,Dívida Ativa,134.87,28.32,26.97,190.16,1,0
107.591.0107.001,06,07,Imóvel,IPTU - DA,2023,01,Dívida Ativa,856.04,77.04,171.21,1104.29,1,0
107.591.0107.001,06,07,Imóvel,TSU - DA,2023,01,Dívida Ativa,127.36,11.46,25.47,164.29,1,0
