Origem,Inscrição,Endereço,Matrícula,Dívidas
Imóvel,107.588.0234.000,"Rua PAINEIRA         0 QD. 03 LT. 15 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 03 15",107.588.0234.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 974.68, 'Juros': 48.73, 'Multa': 128.11, 'Total': '1151.52', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 122.5, 'Juros': 9.8, 'Multa': 24.5, 'Total': '156.80', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '08', 'Tributo': 'Parcelam/Div/Aj', 'Valor Atual': 1926.83, 'Juros': 0.0, 'Multa': 0.0, 'Total': '1926.83', 'Vencidas': 0, 'A Vencer': 13}, {'Ano': '2023', 'Mês': '08', 'Tributo': 'Parcelamento DA', 'Valor Atual': 1875.76, 'Juros': 0.0, 'Multa': 0.0, 'Total': '1875.76', 'Vencidas': 0, 'A Vencer': 13}], 'Total Origem': 5110.91}]"
Imóvel,107.588.0385.000,"Rua FLAMBOYANT         0 QD. 03 LT. 22 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 03 22",107.588.0385.000,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2020', 'Mês': '02', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 1220.61, 'Juros': 912.28, 'Multa': 192.76, 'Total': '2325.65', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2325.65}]"
Imóvel,107.589.0343.000,"Rua AROEIRA         0 QD. 04A LT. 12 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 04A 12",107.589.0343.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '07', 'Tributo': 'Capinação e Roç', 'Valor Atual': 254.32, 'Juros': 10.17, 'Multa': 20.35, 'Total': '284.84', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '02', 'Tributo': 'Capinação e Roç', 'Valor Atual': 254.32, 'Juros': 17.8, 'Multa': 50.86, 'Total': '322.98', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 607.8199999999999}]"
Imóvel,107.589.0412.000,"Rua JACARANDA         0 QD. 04A LT. 17 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 04A 17",107.589.0412.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 664.15, 'Juros': 39.85, 'Multa': 100.97, 'Total': '804.97', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 89.25, 'Juros': 7.14, 'Multa': 17.85, 'Total': '114.24', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 664.14, 'Juros': 132.83, 'Multa': 132.83, 'Total': '929.80', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 94.52, 'Juros': 18.9, 'Multa': 18.9, 'Total': '132.32', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1981.33}]"
Imóvel,107.589.0460.001,"Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 04A 21",107.589.0460.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 368.16, 'Juros': 27.62, 'Multa': 73.64, 'Total': '469.42', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 66.97, 'Juros': 5.36, 'Multa': 13.39, 'Total': '85.72', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelamento DA', 'Valor Atual': 836.4, 'Juros': 0.0, 'Multa': 0.0, 'Total': '836.40', 'Vencidas': 0, 'A Vencer': 6}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelamento DA', 'Valor Atual': 1146.61, 'Juros': 0.0, 'Multa': 0.0, 'Total': '1146.61', 'Vencidas': 0, 'A Vencer': 8}], 'Total Origem': 2538.1499999999996}]"
Imóvel,107.589.0460.002,"Rua JACARANDA         0 QD. 04A LT. 21 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 04A 21",107.589.0460.002,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 434.34, 'Juros': 30.4, 'Multa': 86.88, 'Total': '551.62', 'Vencidas': 3, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 86.52, 'Juros': 6.92, 'Multa': 17.3, 'Total': '110.74', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 157.03, 'Juros': 29.84, 'Multa': 31.41, 'Total': '218.28', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 880.64}]"
Imóvel,107.589.0472.001,"Rua JACARANDA 0 Qd. 04A        Lt.22 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 04A 22",107.589.0472.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 969.43, 'Juros': 48.46, 'Multa': 127.42, 'Total': '1145.31', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 149.69, 'Juros': 11.98, 'Multa': 29.94, 'Total': '191.61', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelam/Div/Aj', 'Valor Atual': 1250.78, 'Juros': 0.0, 'Multa': 0.0, 'Total': '1250.78', 'Vencidas': 0, 'A Vencer': 9}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelamento DA', 'Valor Atual': 2285.47, 'Juros': 0.0, 'Multa': 0.0, 'Total': '2285.47', 'Vencidas': 0, 'A Vencer': 11}], 'Total Origem': 4873.17}]"
Imóvel,107.590.0107.000,"Rua MANGUEIRA         0 Qd. 05         Lt.07 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 05 07",107.590.0107.000,"[{'Situação': 'Dívida Parcelada', 'Divida': [{'Ano': '2023', 'Mês': '09', 'Tributo': 'Parcelamento DA', 'Valor Atual': 170.92, 'Juros': 0.0, 'Multa': 0.0, 'Total': '170.92', 'Vencidas': 0, 'A Vencer': 1}], 'Total Origem': 170.92}]"
Imóvel,107.590.0267.001,"Rua CAJU 0 QD. 05 LT. 18 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 05 18",107.590.0267.001,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 50.19, 'Juros': 22.08, 'Multa': 10.04, 'Total': '82.31', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 82.31}]"
Imóvel,107.590.0305.000,"Rua JOAO FLORENTINO       361 Qd. 05 Lt. 19 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 05 19",107.590.0305.000,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 50.19, 'Juros': 22.08, 'Multa': 10.04, 'Total': '82.31', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 82.31}]"
Imóvel,107.591.0107.001,"Rua SIBIPIRUNA 0 Qd. 06         Lt.07 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 06 07",107.591.0107.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 817.44, 'Juros': 44.96, 'Multa': 114.45, 'Total': '976.85', 'Vencidas': 6, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 121.62, 'Juros': 9.73, 'Multa': 24.32, 'Total': '155.67', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 393.47, 'Juros': 173.13, 'Multa': 78.69, 'Total': '645.29', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '02', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 154.91, 'Juros': 113.24, 'Multa': 23.56, 'Total': '291.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '02', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 176.56, 'Juros': 113.38, 'Multa': 27.88, 'Total': '317.82', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 60.57, 'Juros': 26.65, 'Multa': 12.11, 'Total': '99.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 393.47, 'Juros': 121.98, 'Multa': 78.69, 'Total': '594.14', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 57.3, 'Juros': 17.76, 'Multa': 11.46, 'Total': '86.52', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 817.46, 'Juros': 163.49, 'Multa': 163.49, 'Total': '1144.44', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 128.8, 'Juros': 25.76, 'Multa': 25.76, 'Total': '180.32', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4492.09}]"
Imóvel,107.591.0143.000,"Rua SIBIPIRUNA         0 QD. 06 LT. 10 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 06 10",107.591.0143.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 336.12, 'Juros': 25.2, 'Multa': 67.22, 'Total': '428.54', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 42.7, 'Juros': 3.42, 'Multa': 8.54, 'Total': '54.66', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 483.20000000000005}]"
Imóvel,107.592.0047.000,"Rua JACARANDA         0 QD. 07 LT. 02 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 07 02",107.592.0047.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 995.61, 'Juros': 49.78, 'Multa': 130.87, 'Total': '1176.26', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 995.61, 'Juros': 199.12, 'Multa': 199.12, 'Total': '1393.85', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcel. D. Corr', 'Valor Atual': 5533.53, 'Juros': 0.0, 'Multa': 0.0, 'Total': '5533.53', 'Vencidas': 0, 'A Vencer': 35}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcel. D. Corr', 'Valor Atual': 2216.33, 'Juros': 0.0, 'Multa': 0.0, 'Total': '2216.33', 'Vencidas': 0, 'A Vencer': 15}], 'Total Origem': 10387.88}]"
Imóvel,107.592.0107.001,"Rua AROEIRA 0 QD. 07 LT. 07 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 07 07",107.592.0107.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 962.71, 'Juros': 48.14, 'Multa': 126.53, 'Total': '1137.38', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 142.63, 'Juros': 11.41, 'Multa': 28.53, 'Total': '182.57', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 962.68, 'Juros': 192.54, 'Multa': 192.54, 'Total': '1347.76', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '04', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 392.2, 'Juros': 112.41, 'Multa': 23.38, 'Total': '527.99', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 151.04, 'Juros': 30.21, 'Multa': 30.21, 'Total': '211.46', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3407.16}]"
Imóvel,107.594.0075.000,"Rua SIBIPIRUNA         0 QD. 08 LT. 07 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 07",107.594.0075.000,"[{'Situação': 'Dívida Parcelada', 'Divida': [{'Ano': '2023', 'Mês': '10', 'Tributo': 'Parcel. D. Corr', 'Valor Atual': 195.09, 'Juros': 0.0, 'Multa': 0.0, 'Total': '195.09', 'Vencidas': 0, 'A Vencer': 1}], 'Total Origem': 195.09}]"
Imóvel,107.594.0087.001,"Rua SIBIPIRUNA 0 QD. 08 LT. 08 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 08",107.594.0087.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 754.5, 'Juros': 45.27, 'Multa': 114.68, 'Total': '914.45', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 131.75, 'Juros': 10.54, 'Multa': 26.35, 'Total': '168.64', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 404.97, 'Juros': 275.38, 'Multa': 80.99, 'Total': '761.34', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 81.76, 'Juros': 55.6, 'Multa': 16.35, 'Total': '153.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 404.97, 'Juros': 125.54, 'Multa': 80.99, 'Total': '611.50', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 60.57, 'Juros': 18.78, 'Multa': 12.11, 'Total': '91.46', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 754.51, 'Juros': 150.9, 'Multa': 150.9, 'Total': '1056.31', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 139.52, 'Juros': 27.9, 'Multa': 27.9, 'Total': '195.32', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 404.98, 'Juros': 323.98, 'Multa': 81.0, 'Total': '809.96', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '05', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 249.47, 'Juros': 222.34, 'Multa': 35.59, 'Total': '507.40', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 166.31, 'Juros': 133.05, 'Multa': 33.26, 'Total': '332.62', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 404.98, 'Juros': 226.79, 'Multa': 81.0, 'Total': '712.77', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 63.73, 'Juros': 35.69, 'Multa': 12.75, 'Total': '112.17', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 404.97, 'Juros': 178.19, 'Multa': 80.99, 'Total': '664.15', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 64.04, 'Juros': 28.18, 'Multa': 12.81, 'Total': '105.03', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 7196.829999999999}]"
Imóvel,107.594.0147.000,"Rua SIBIPIRUNA         0 QD. 08 LT. 13 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 13",107.594.0147.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 853.38, 'Juros': 46.94, 'Multa': 119.49, 'Total': '1019.81', 'Vencidas': 6, 'A Vencer': 0}], 'Total Origem': 1053.75}]"
Imóvel,107.594.0183.000,"Rua IPE         0 QD. 08 LT. 14 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 14",107.594.0183.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '07', 'Tributo': 'Capinação e Roç', 'Valor Atual': 238.0, 'Juros': 9.52, 'Multa': 19.04, 'Total': '266.56', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1194.72, 'Juros': 53.76, 'Multa': 140.4, 'Total': '1388.88', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '08', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 348.11, 'Juros': 107.91, 'Multa': 69.62, 'Total': '525.64', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '09', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 224.0, 'Juros': 24.64, 'Multa': 44.8, 'Total': '293.44', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1194.73, 'Juros': 238.95, 'Multa': 238.95, 'Total': '1672.63', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4215.0599999999995}]"
Imóvel,107.594.0198.000,"Rua IPE         0 QD. 08 LT. 15 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 15",107.594.0198.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 682.0, 'Juros': 40.92, 'Multa': 103.66, 'Total': '826.58', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 79.17, 'Juros': 6.33, 'Multa': 15.83, 'Total': '101.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '12', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 196.44, 'Juros': 128.2, 'Multa': 31.02, 'Total': '355.66', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 660.79, 'Juros': 290.75, 'Multa': 132.16, 'Total': '1083.70', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 97.87, 'Juros': 43.06, 'Multa': 19.57, 'Total': '160.50', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2527.7700000000004}]"
Imóvel,107.594.0329.001,"Rua MANGUEIRA 0 QD. 08 LT. 24 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 08 24",107.594.0329.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 1118.16, 'Juros': 50.32, 'Multa': 131.37, 'Total': '1299.85', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 135.79, 'Juros': 10.86, 'Multa': 27.16, 'Total': '173.81', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 633.06, 'Juros': 196.25, 'Multa': 126.61, 'Total': '955.92', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 92.25, 'Juros': 28.6, 'Multa': 18.45, 'Total': '139.30', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 1118.12, 'Juros': 223.62, 'Multa': 223.62, 'Total': '1565.36', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '08', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 337.57, 'Juros': 204.95, 'Multa': 57.74, 'Total': '600.26', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 143.8, 'Juros': 28.76, 'Multa': 28.76, 'Total': '201.32', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4935.82}]"
Imóvel,107.595.0163.000,"Rua MANGUEIRA         0 QD.9A  LT.01 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 9A 01",107.595.0163.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '07', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 8.16, 'Multa': 16.32, 'Total': '228.48', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 228.48}]"
Imóvel,107.597.0039.001,"Rua SIBIPIRUNA 0 QD. 11 LT. 04 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 11 04",107.597.0039.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 703.7, 'Juros': 42.22, 'Multa': 106.97, 'Total': '852.89', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '11', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 2291.6, 'Juros': 1073.36, 'Multa': 458.31, 'Total': '3823.27', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 109.22, 'Juros': 8.74, 'Multa': 21.84, 'Total': '139.80', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2016', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 76.19, 'Juros': 70.09, 'Multa': 15.24, 'Total': '161.52', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 4977.4800000000005}]"
Imóvel,107.597.0063.001,"Rua SIBIPIRUNA 0 Qd. 11         Lt.06 RESIDENCIAL PORTAL DO CERRADO, Qt.Qd.Lt.SubLt. 11 06",107.597.0063.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 603.8, 'Juros': 39.26, 'Multa': 102.65, 'Total': '745.71', 'Vencidas': 4, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 141.56, 'Juros': 11.32, 'Multa': 28.31, 'Total': '181.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 603.81, 'Juros': 120.76, 'Multa': 120.76, 'Total': '845.33', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 149.91, 'Juros': 29.98, 'Multa': 29.98, 'Total': '209.87', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1982.1}]"
